duration,num_tracks,num_notes,note_density,pitch_mean,pitch_std,pitch_range,pitch_min,interval_mean,ascending_ratio,large_leaps_ratio,note_duration_mean,note_duration_std,time_between_mean,time_between_std,velocity_mean,velocity_std,velocity_range,most_common_pitch_class,pitch_class_diversity
0.09250886848874332,1.235136947932464,-0.11146815818802094,-0.33672963694133656,-0.29686900756489837,-1.2665445818854921,-0.30687984560589165,0.1815931084050937,0.36773399289798475,-2.6593018308591767,-1.2471906450536179,0.0205685991561732,0.24318695146156952,0.9077170475165764,0.42758538428673387,-0.6129518600631831,0.7042262275293317,0.7846079683433316,-1.4866119491884622,0.4246151432706665
-0.33694873502012723,-0.29155593191538853,-0.5018809433244876,-0.6126680265740897,3.116751149655527,-2.606264546463323,-2.407447772747823,4.2503220004976665,0.9736341053837946,2.280256446455357,0.11463225146797767,2.6247992830078672,1.5344808105995866,0.13238506547796136,-0.34231457101791657,-0.7428518574400459,1.2939709084648598,-0.34257992520482494,0.4908291233662618,0.4246151432706665
-0.31288075285716754,-0.6308210163260225,-0.4028245977160417,-0.36341047335910603,0.6762336864885156,-0.7416528730721238,-1.3571638091768572,1.5899992633602151,0.415333703895899,-1.039642554965451,-1.6558418508756483,-0.9670458785915496,-0.8902925482727424,-0.7899553689351048,-0.5440715167768846,0.4318254995059162,-1.4403520027620171,-1.4959814906959619,-0.9216287856013982,0.4246151432706665
-0.7475052943235775,-0.6308210163260225,-0.7508538608929043,-0.9025341784509034,-0.08306303288176024,-0.9628773857045839,-1.3571638091768572,1.2770201178146325,-4.686224289033002,0.6344308448563357,-0.17084450823587932,0.12780794067756754,-0.07266819775151309,0.9113025452513895,-0.3997248973734839,-0.6524920607518949,-1.4403520027620171,-1.4959814906959619,-1.4866119491884622,-2.617403793593815
-0.7377498589341058,-0.8004535585313395,-0.7222752575144284,-0.6588235774707221,-0.06717955103198493,0.5338845137919065,-1.2696401455459434,1.1205305450418412,-2.5199712808970673,-1.5793354233169654,0.05866902314601435,-0.5273293316684897,-0.7966715764819013,-0.5344789099846907,-0.5124142702374266,2.1938415349248594,-1.4403520027620171,-1.4959814906959619,1.0558122869533257,-1.6033974813056546
0.1758558864315601,1.913667116753732,0.042565670190882775,-0.18310484093406332,-0.7996024619092911,0.0019411141087881867,0.13073847254867738,-0.6008547554588626,0.4667046418978928,-2.0032375965293046,-1.4138468234674557,-0.5852617426412353,-0.6764875322188257,0.017307371270882676,-0.008501833285654271,-1.1719842289853282,-0.5612041897440122,-0.4736482849197268,-0.0741540402208022,0.4246151432706665
-0.4057109774670215,0.5566067791111963,0.7342647485716203,3.7424118490997498,-1.1954436852952204,2.315775583792924,0.5683567907032464,-1.0703234737772365,0.40288151188435367,-2.9467379831999576,-1.3739005825463673,0.15729233017723515,-0.09110197648200155,1.206995200739094,-0.12786540119676662,0.025644642459508326,0.7066458366281005,0.129266169768822,-0.9216287856013982,0.4246151432706665
-0.201052907947182,0.7262393213165133,1.972347972900167,5.25185406506293,-0.2778441412165439,0.4206273892324778,-0.044308854713150235,-0.2878756099132801,0.47518529226476297,-2.2699918310888467,-1.213701321123526,0.7914541016423218,0.041816967239518395,1.8809137436312562,0.03735751238201159,0.055093325605204906,1.2033685704664716,1.8069411741195667,-0.9216287856013982,0.4246151432706665
-0.49639361680068794,0.7262393213165133,-0.25799404839122336,0.7584262970341419,-0.3970712530839891,-0.8582778697416401,-0.044308854713150235,-0.2878756099132801,0.10216015660754324,-1.1156780131646633,-0.5385392590318769,-0.8262080827339003,-0.8222990398608523,-0.5683309928956435,-0.2999507959014218,-0.678694433168437,1.4601714188166783,1.7020864863476453,0.4908291233662618,0.4246151432706665
-0.5144262306500534,0.7262393213165133,-0.005388257511983474,1.9596949500952527,0.2177764800912656,0.7554495869740742,0.21826213617959117,-0.7573443282316539,0.12611256491311482,0.6347135949161323,-1.0567607796173815,0.8923390689867607,-0.4825591876328232,1.7906978031451775,-0.2423112577935814,0.2684578023779983,1.0972963003486522,1.230240391373998,-0.9216287856013982,0.4246151432706665
